Institucio,Campana,Ubicacion,Direccion,lon,lat
,VIDRIO,SUPERMERCADO SANTA ISABEL PEÑALOLEN,TOBALABA 13949,-70.561284,-33.503491
,VIDRIO,VIA PUBLICA,LAS TORRES 5490,-70.579696,-33.501494
,ENVASE DE TETRA PAK,SUPERMERCADO MONTSERRAT,GRECIA 8585,-70.540365,-33.476272
,ENVASE DE TETRA PAK,SUPERMERCADO SANTA ISABEL PEÑALOLEN,GRECIA 5791,-70.574692,-33.469742
,ENVASE DE TETRA PAK,SUPERMERCADO SANTA ISABEL PEÑALOLEN,TOBALABA 13949,-70.561288,-33.503491
,BOTELLA DE PLASTICO PET NUM 1,SUPERMERCADO JUMBO PEÑALOLEN,MARIANO SANCHEZ FONTECILLA 12000,-70.557539,-33.487107
,DIARIO Y PAPEL,SUPERMERCADO JUMBO PEÑALOLEN,MARIANO SANCHEZ FONTECILLA 12000,-70.557539,-33.487107
,VIDRIO,SUPERMERCADO JUMBO PEÑALOLEN,MARIANO SANCHEZ FONTECILLA 12000,-70.557539,-33.487107
,ENVASE DE TETRA PAK,SUPERMERCADO JUMBO PEÑALOLEN,MARIANO SANCHEZ FONTECILLA 12000,-70.557539,-33.487107
,VIDRIO,VIA PUBLICA,EL VALLE / CARACAS,-70.56582,-33.47802
,VIDRIO,VIA PUBLICA,CENTRAL / CORDILLERA,-70.58312,-33.503175
,VIDRIO,SUPERMERCADO MONTSERRAT (FRENTE MUNICIPIO),GRECIA 8585,-70.540365,-33.476271
,VIDRIO,SUPERMERCADO JUMBO PEÑALOLEN,MARIANO SANCHEZ FONTECILLA 12000,-70.557539,-33.487107
,VIDRIO,SUPERMERCADO LIDER HIPER QUILIN,AMERICO VESPUCIO 3100,-70.578901,-33.485136
,BOTELLA DE PLASTICO PET NUM 1,SUPERMERCADO LIDER HIPER QUILIN,AMERICO VESPUCIO 3100,-70.578901,-33.485136
,ENVASE DE TETRA PAK,SUPERMERCADO LIDER HIPER QUILIN,AMERICO VESPUCIO 3100,-70.578901,-33.485136
,VIDRIO,SUPERMERCADO LIDER HIPER QUILIN,AMERICO VESPUCIO 3100,-70.578901,-33.485136
,BOTELLA DE PLASTICO PET NUM 1,SUPERMERCADO LIDER PEÑALOLEN (EXPRESS CONSISTORIAL),CONSISTORIAL 3349,-70.54976,-33.487832
,BOTELLA DE PLASTICO PET NUM 1,VIA PUBLICA,RAMON SUBERCASEAUX / SANTA RITA,-70.544751,-33.624746
,BOTELLA DE PLASTICO PET NUM 1,COLEGIO SANTA MARIA DE PIRQUE,ALCALDE HERNAN PRIETO 911,-70.585549,-33.663563
,BOTELLA DE PLASTICO PET NUM 1,POSTA EL PRINCIPAL,ALAMEDA EL PRINCIPAL,-70.553494,-33.72036
,BOTELLA DE PLASTICO PET NUM 1,RESTAURANT LA VAQUITA ECHA,RAMON SUBERCASEAUX 3355,-70.50885,-33.613888
,BOTELLA DE PLASTICO PET NUM 1,FRENTE MUNICIPALIDAD DE PIRQUE,CONCHA Y TORO 2548,-70.573404,-33.634909
,BOTELLA DE PLASTICO PET NUM 1,ESCUELA LO ARCAYA,CAMINO PUBLICO S/N,-70.57676,-33.688327
,BOTELLA DE PLASTICO PET NUM 1,PLAZA PIRQUE (FRENTE VINA CONCHA Y TORO),CONCHA Y TORO,-70.573316,-33.635098
,BOTELLA DE PLASTICO PET NUM 1,FRENTE ESCUELA SAN JUAN,RAMON SUBERCASEAUX 9811,-70.48251,-33.606797
,BOTELLA DE PLASTICO PET NUM 1,LADO SUPERMERCADO MAULE,PUNTILLA,-70.495544,-33.610732
,BOTELLA DE PLASTICO PET NUM 1,VIA PUBLICA,ALCALDE HERNAN PRIETO / LOS 4 SILOS,-70.586909,-33.652798
,VIDRIO,COSTADO MUNICIPALIDAD LADO SHELL,CONCHA Y TORO,-70.573294,-33.63486
,VIDRIO,FARMACIA LIDER,VIRGINIA SUBERCASEAUX,-70.579849,-33.638157
,BOTELLA DE PLASTICO PET NUM 1,VIA PUBLICA,LOS CORRALES,-70.554776,-33.730932
,DIARIO Y PAPEL,COMUNIDAD ALEJANDRO I,LUIS THAYER OJEDA 300,-70.601557,-33.421189
,DIARIO Y PAPEL,COMUNIDAD EDIFICIO LAS ORQUIDEAS,LAS ORQUIDEAS 877,-70.594518,-33.42446
,DIARIO Y PAPEL,COMUNIDAD EDIFICIO PLAZA LAS DALIAS,LAS DALIAS 2555,-70.599273,-33.430993
,DIARIO Y PAPEL,COMUNIDAD LYON,RICARDO LYON 1280,-70.605545,-33.432869
,DIARIO Y PAPEL,CONDOMINIO ANTONIO VARAS,ANTONIO VARAS 1400,-70.613379,-33.439934
,DIARIO Y PAPEL,CONDOMINIO CARMEN SILVA,CARMEN SILVA 2315,-70.605851,-33.425627
,DIARIO Y PAPEL,CONDOMINIO EL VERGEL,EL VERGEL 2488,-70.600588,-33.432052
,DIARIO Y PAPEL,CONDOMINIO ESCUELA DE TELECOMUNICACIONES,ESCUELA DE TELECOMUNICACIONES 1207,-70.613021,-33.437667
,DIARIO Y PAPEL,CONDOMINIO LOS ROBLES,LUIS THAYER OJEDA 133,-70.604012,-33.417842
,DIARIO Y PAPEL,CONDOMINIO REGIMIENTO CAZADORES,REGIMIENTO CAZADORES 1268,-70.611067,-33.438336
,DIARIO Y PAPEL,EDIFICIO LA RESIDENCIA,HERNANDO DE AGUIRRE 720,-70.599212,-33.424227
,DIARIO Y PAPEL,HOTELERA EUROTEL,GUARDIA VIEJA 285,-70.609995,-33.424785
,VIDRIO,UNIDAD VECINAL,RIO ATRATO 8448,-70.743988,-33.434924
,VIDRIO,PLAZA PIEDRA CALLADA,PLAZA PIEDRA CALLADA,-70.735728,-33.461154
,VIDRIO,VIA PUBLICA,VALLE GENEROSO,-70.760176,-33.45114
,VIDRIO,SUPERMERCADO SANTA ISABEL PUDAHUEL SUR,ISLA PORTEZUELO 615,-70.763112,-33.451684
,VIDRIO,SUPERMERCADO SANTA ISABEL,LA FLORIDA / JOSE MIGUEL CARRERA,-70.56692,-33.549637
,VIDRIO,SUPERMERCADO LIDER,NONATO COO / EL PEÑON,-70.569126,-33.580071
,VIDRIO,CENTRO PUENTE ALTO,JOSE LUIS COO / SANTA ELENA,-70.573298,-33.60884
,BOTELLA DE PLASTICO PET NUM 1,SUPERMERCADO SANTA ISABEL LA FLORIDA,LA FLORIDA 10149,-70.566919,-33.549637
,BOTELLA DE PLASTICO PET NUM 1,SUPERMERCADO LIDER HIPER PUENTE ALTO,CONCHA Y TORO 1149,-70.57794,-33.597946
,VIDRIO,SUPERMERCADO SANTA ISABEL LA FLORIDA,LA FLORIDA 10149,-70.566919,-33.549637
,VIDRIO,SUPERMERCADO LIDER EXPRESS NONATO COO,NONATO COO 3108,-70.569671,-33.578428
,VIDRIO,SUPERMERCADO LIDER HIPER PUENTE ALTO,CONCHA Y TORO 1149,-70.57794,-33.597946
,VIDRIO,SUPERMERCADO MONTSERRAT PLAZA DE PUENTE ALTO,BALMACEDA 354,-70.575546,-33.60785
,VIDRIO,SUPERMERCADO RIBEIRO LOCAL 28,CONCHA Y TORO 3854,-70.583496,-33.572344
,VIDRIO,SUPERMERCADO RIBEIRO LOCAL 32,CONCHA Y TORO 3193,-70.581406,-33.580409
,VIDRIO,SUPERMERCADO SAN FRANCISCO PUENTE ALTO,EYZAGUIRRE 715,-70.584778,-33.61328
,VIDRIO,SUPERMERCADO TOTTUS,CONCHA Y TORO 1477,-70.57914,-33.593748
,ENVASE DE TETRA PAK,SUPERMERCADO LIDER HIPER CORDILLERA,LOS TOROS 5441,-70.557205,-33.566498
,ENVASE DE TETRA PAK,SUPERMERCADO MONTSERRAT,GABRIELA 2710,-70.595416,-33.58114
,ENVASE DE TETRA PAK,SUPERMERCADO SANTA ISABEL PUENTE ALTO,CONCHA Y TORO 1036,-70.57781,-33.601221
,VIDRIO,SUPERMERCADO TOTTUS PUENTE ALTO,CONCHA Y TORO 1477,-70.579142,-33.593754
,VIDRIO,SUPERMERCADO LIDER HIPER PUENTE ALTO,CONCHA Y TORO 1149,-70.577942,-33.597946
,VIDRIO,SUPERMERCADO RIBEIRO,CONCHA Y TORO 3193,-70.581494,-33.580458
,VIDRIO,SUPERMERCADO LIDER (MALL PLAZA TOBALABA),CAMILO HENRIQUEZ 3296,-70.553236,-33.576986
,VIDRIO,SUPERMERCADO MONTSERRAT,CAMILO HENRIQUEZ / GABRIELA,-70.55601,-33.574655
,VIDRIO,SUPERMERCADO MONTSERRAT EL PEÑON DE PUENTE ALTO,MEXICO 1915,-70.559852,-33.593411
,VIDRIO,CONDOMINIO,TRONCAL SAN FRANCISCO 2146,-70.55614,-33.589337
,VIDRIO,SUPERMERCADO PUERTO CRISTO,EYZAGUIRRE 3208,-70.540036,-33.611738
,VIDRIO,SUPERMERCADO MONTSERRAT (P-37),CAMILO HENRIQUEZ / GABRIELA,-70.55601,-33.574655
,VIDRIO,SUPERMERCADO LIDER HIPER CORDILLERA,LOS TOROS 5441,-70.557209,-33.566494
,BOTELLA DE PLASTICO PET NUM 1,SUPERMERCADO LIDER HIPER CORDILLERA,LOS TOROS 5441,-70.557209,-33.566494
,ENVASE DE TETRA PAK,SUPERMERCADO MONTSERRAT VICUÑA MACKENNA P-27 1/2,VICUNA MACKENNA 12321,-70.584568,-33.565952
,VIDRIO,SUPERMERCADO MONTSERRAT P-27,VICUNA MACKENNA 12321,-70.584569,-33.56595
,VIDRIO,SUPERMERCADO MONTSERRAT,VICUNA MACKENNA 12321,-70.584569,-33.56595
,BOTELLA DE PLASTICO PET NUM 1,SUPERMERCADO SANTA ISABEL QUILICURA,MANUEL ANTONIO MATTA 437,-70.747864,-33.36248
,VIDRIO,VIA PUBLICA,DEL TRIGAL / ROMERAL,-70.730751,-33.350732
,VIDRIO,VIA PUBLICA,LO CAMPINO / LAS PARCELAS,-70.713324,-33.367536
,VIDRIO,VIA PUBLICA,LO MARCOLETA / PARQUE CENTRAL ORIENTE,-70.742288,-33.359306
,VIDRIO,VIA PUBLICA,LO MARCOLETA / LO CRUZAT,-70.72071,-33.35745
,VIDRIO,VIA PUBLICA,LO OVALLE / LO MARCOLETA,-70.73383,-33.35786
,VIDRIO,VIA PUBLICA,LOS EUROPEOS / LOS GEORGIANOS,-70.720278,-33.360114
,VIDRIO,VIA PUBLICA,MANUEL ANTONIO MATTA / PEDRO LIRA,-70.723028,-33.366413
,VIDRIO,VIA PUBLICA,MANUEL ANTONIO MATTA / SAN ENRIQUE,-70.744094,-33.361853
,VIDRIO,VIA PUBLICA,SEPTIMO DE LINEA / LOS EUROPEOS,-70.713895,-33.361266
,VIDRIO,SUPERMERCADO MONTSERRAT DE QUILICURA,JOSE FRANCISCO VERGARA 159,-70.734714,-33.367088
,ENVASE DE TETRA PAK,SUPERMERCADO SANTA ISABEL QUILICURA,MANUEL ANTONIO MATTA 437,-70.747864,-33.36248
,BOTELLA DE PLASTICO PET NUM 1,SUPERMERCADO LIDER HIPER QUILICURA,LIBERTADOR BERNARDO O`HIGGINS 314,-70.729037,-33.355885
,VIDRIO,SUPERMERCADO LIDER HIPER QUILICURA,LIBERTADOR BERNARDO O`HIGGINS 314,-70.729037,-33.355885
,ENVASE DE TETRA PAK,SUPERMERCADO LIDER HIPER QUILICURA,LIBERTADOR BERNARDO O`HIGGINS 314,-70.729037,-33.355885
,VIDRIO,VIA PUBLICA,SANTA LAURA / BRASILIA,-70.750123,-33.353829
,VIDRIO,SUPERMERCADO RIBEIRO LO CAMPINO,LO CAMPINO 1640,-70.717644,-33.378471
,ENVASE DE TETRA PAK,SUPERMERCADO RIBEIRO LO CAMPINO,LO CAMPINO 1640,-70.717644,-33.378471
,ENVASE DE TETRA PAK,SUPERMERCADO MONTSERRAT DE QUINTA NORMAL,JOAQUIN WALKER MARTINEZ 1650,-70.692142,-33.43028
,ENVASE DE TETRA PAK,SUPERMERCADO SANTA ISABEL,SAN PABLO 4870,-70.701829,-33.440143
,BOTELLA DE PLASTICO PET NUM 1,SUPERMERCADO SANTA ISABEL CONCHALI,DORSAL 1201,-70.657587,-33.395727
,BOTELLA DE PLASTICO PET NUM 1,SUPERMERCADO LIDER HIPER RECOLETA,RECOLETA 3501,-70.642471,-33.393892
,DIARIO Y PAPEL,SUPERMERCADOS SANTA ISABEL CONCHALI,DORSAL 1201,-70.657587,-33.395727
,DIARIO Y PAPEL,CONDOMINIO CUMBRES DEL SAN CRISTOBAL,SANTOS DUMONT 29,-70.639413,-33.423008
,DIARIO Y PAPEL,CONDOMINIO ZAPADORES,LOS ZAPADORES 407,-70.624683,-33.397836
,VIDRIO,SUPERMERCADO SANTA ISABEL CONCHALI,DORSAL 1201,-70.657587,-33.395727
,VIDRIO,SUPERMERCADO UNIMARC GUANACO,EL GUANACO 4480,-70.657805,-33.379006
,VIDRIO,VIA PUBLICA,RECOLETA / LOS ZAPADORES,-70.642415,-33.391
,VIDRIO,SUPERMERCADO RIBEIRO EL SALTO,EL SALTO 2506,-70.632028,-33.403811
,ENVASE DE TETRA PAK,SUPERMERCADO SANTA ISABEL CONCHALI,DORSAL 1201,-70.657587,-33.395727
,ENVASE DE TETRA PAK,SUPERMERCADO LIDER HIPER RECOLETA,RECOLETA 3501,-70.642471,-33.393892
,VIDRIO,SUPERMERCADO MONTSERRAT BALMACEDA DE RENCA,JOSE MANUEL BALMACEDA 4569,-70.714522,-33.402051
,VIDRIO,SUPERMERCADO MONTSERRAT PLAZA DE RENCA,DOMINGO SANTA MARIA 4112,-70.70464,-33.405203
,VIDRIO,SUPERMERCADO SANTA ISABEL RENCA,DOMINGO SANTA MARIA 3962,-70.701975,-33.406299
,ENVASE DE TETRA PAK,SUPERMERCADO MONTSERRAT PLAZA DE RENCA,DOMINGO SANTA MARIA 4112,-70.70464,-33.405203
,ENVASE DE TETRA PAK,SUPERMERCADO SANTA ISABEL RENCA,DOMINGO SANTA MARIA 3962,-70.701975,-33.406299
,DIARIO Y PAPEL,SUPERMERCADO LIDER HIPER SAN BERNARDO,SAN JOSE 69,-70.698051,-33.597511
,VIDRIO,VIA PUBLICA,AMERICA / BALMACEDA,-70.706258,-33.584825
,VIDRIO,VIA PUBLICA,FRESIA / HUELEN,-70.70855,-33.638879
,VIDRIO,VIA PUBLICA,LAS ACACIAS / EL NOCEDAL,-70.713345,-33.558622
,VIDRIO,SUPERMERCADO LIDER HIPER SAN BERNARDO,SAN JOSE 69,-70.698051,-33.597511
,VIDRIO,SUPERMERCADO MONTSERRAT DE SAN BERNARDO,COVADONGA 225,-70.701896,-33.595158
,VIDRIO,SUPERMERCADO SAN FRANCISCO SAN BERNARDO ESTACION,ARTURO PRAT 117,-70.699024,-33.594168
,ENVASE DE TETRA PAK,SUPERMERCADO LIDER HIPER SAN BERNARDO,SAN JOSE 69,-70.698051,-33.597511
,VIDRIO,FRENTE COLEGIO SUPERIOR DEL MAIPO,ARTURO DAGNINO 131,-70.695799,-33.598572
,VIDRIO,VIA PUBLICA,EYZAGUIRRE / MAIPU,-70.71158,-33.600707
,VIDRIO,GOBERNACION,FREIRE 493,-70.704004,-33.592841
,VIDRIO,FRENTE ESCUELA ABRAHAM LINCOLN,CENTRAL 65,-70.709375,-33.584963
,VIDRIO,VIA PUBLICA,LOMAS DE MIRASUR,-70.714199,-33.622781
,VIDRIO,FRENTE ESTACION DEL METROTREN,MAESTRANZA (FRENTE ESTACION METRO-TREN),-70.697341,-33.605824
,ENVASE DE TETRA PAK,SUPERMERCADO SAN FRANCISCO SAN BERNARDO PLAZA,LIBERTADOR BERNARDO O`HIGGINS 528,-70.704113,-33.591619
,ENVASE DE TETRA PAK,SUPERMERCADO SAN FRANCISCO,ARTURO PRAT 117,-70.699024,-33.594168
,VIDRIO,VIA PUBLICA,SANTA ELENA / PINTOR CICARELLI,-70.625658,-33.475192
,VIDRIO,VIA PUBLICA,VARAS MENA 337,-70.631092,-33.512503
,DIARIO Y PAPEL,SUPERMERCADO JUMBO EL LLANO,LLANO SUBERCASEAUX 3519,-70.651011,-33.486753
,ENVASE DE TETRA PAK,SUPERMERCADO JUMBO EL LLANO,LLANO SUBERCASEAUX 3519,-70.651011,-33.486753
,BOTELLA DE PLASTICO PET NUM 1,MALL GRAN AVENIDA,GRAN AVENIDA JOSE MIGUEL CARRERA 6150,-70.657524,-33.51287
,BOTELLA DE PLASTICO PET NUM 1,SUPERMERCADO LIDER EXPRESS GRAN AVENIDA,GRAN AVENIDA JOSE MIGUEL CARRERA 4004,-70.650458,-33.490839
,BOTELLA DE PLASTICO PET NUM 1,SUPERMERCADO UNIMARC GRAN AVENIDA,GRAN AVENIDA JOSE MIGUEL CARRERA 5485,-70.655209,-33.503765
,DIARIO Y PAPEL,SUPERMERCADO LIDER EXPRESS GRAN AVENIDA,GRAN AVENIDA JOSE MIGUEL CARRERA 4004,-70.650458,-33.490839
,DIARIO Y PAPEL,SUPERMERCADO LIDER HIPER GRAN AVENIDA,GRAN AVENIDA JOSE MIGUEL CARRERA 6150,-70.657524,-33.51287
,ENVASE DE TETRA PAK,SUPERMERCADO LIDER EXPRESS GRAN AVENIDA,GRAN AVENIDA JOSE MIGUEL CARRERA 4004,-70.650458,-33.490839
,VIDRIO,SUPERMERCADO LIDER EXPRESS GRAN AVENIDA,GRAN AVENIDA JOSE MIGUEL CARRERA 4004,-70.650458,-33.490839
,ENVASE DE TETRA PAK,SUPERMERCADO UNIMARC GRAN AVENIDA,GRAN AVENIDA JOSE MIGUEL CARRERA 5485,-70.655209,-33.503765
,ENVASE DE TETRA PAK,SUPERMERCADO LIDER HIPER GRAN AVENIDA,GRAN AVENIDA JOSE MIGUEL CARRERA 6150,-70.657524,-33.51287
,VIDRIO,SUPERMERCADO LIDER HIPER GRAN AVENIDA,GRAN AVENIDA JOSE MIGUEL CARRERA 6150,-70.657524,-33.51287
,VIDRIO,SUPERMERCADO JUMBO EL LLANO,LLANO SUBERCASEAUX 3519,-70.651009,-33.486749
,VIDRIO,SUPERMERCADO LIDER EXPRESS GRAN AVENIDA,GRAN AVENIDA JOSE MIGUEL CARRERA 4004,-70.650458,-33.490839
,VIDRIO,SUPERMERCADO LIDER VECINO,SANTA ROSA 9233,-70.633998,-33.545166
,BOTELLA DE PLASTICO PET NUM 1,SUPERMERCADO LIDER HIPER SANTA ROSA,SANTA ROSA 9233,-70.633998,-33.545166
,VIDRIO,SUPERMERCADO LIDER HIPER SANTA ROSA,SANTA ROSA 9233,-70.633998,-33.545166
,ENVASE DE TETRA PAK,SUPERMERCADO LIDER HIPER SANTA ROSA,SANTA ROSA 9233,-70.633998,-33.545166
,VIDRIO,SUPERMERCADO SANTA ISABEL,SANTA ROSA / FRANKLIN,-70.642096,-33.472911
,BOTELLA DE PLASTICO PET NUM 1,FRENTE UNIVERSIDAD ALBERTO HURTADO,GENERAL JOFRE / MANUEL ANTONIO TOCORNAL,-70.641359,-33.446229
,BOTELLA DE PLASTICO PET NUM 1,PLAZA SANTA ANA,CATEDRAL / SAN MARTIN,-70.658243,-33.438117
,BOTELLA DE PLASTICO PET NUM 1,PLAZA YUNGAY,STO DOMINGO 2706,-70.673601,-33.438088
,BOTELLA DE PLASTICO PET NUM 1,VIA PUBLICA,CAUTIN / YUNGAY,-70.670365,-33.429724
,BOTELLA DE PLASTICO PET NUM 1,ZONA DE RECICLAJE,MAPOCHO / LIBERTAD,-70.674912,-33.432502
,BOTELLA DE PLASTICO PET NUM 1,ZONA DE RECICLAJE (PLAZA ARAUCO),FRANCISCO PIZARRO / SEPULVEDA LEYTON,-70.670258,-33.469399
,BOTELLA DE PLASTICO PET NUM 1,ZONA DE RECICLAJE (PLAZA BOGOTA),LIRA / SARGENTO ALDEA,-70.633651,-33.466848
,BOTELLA DE PLASTICO PET NUM 1,ZONA DE RECICLAJE (PLAZA BRASIL),HUERFANOS / BRASIL,-70.665024,-33.441064
,BOTELLA DE PLASTICO PET NUM 1,ZONA DE RECICLAJE (PLAZA PANAMA),MATURANA / MARTINEZ DE ROZAS,-70.668285,-33.434216
,BOTELLA DE PLASTICO PET NUM 1,ZONA DE RECICLAJE (PLAZA YARUR),PEDRO MONTT / FLORENCIO BAHAMONDES,-70.667909,-33.473892
,DIARIO Y PAPEL,COMITE ABELARDO BELLASARTES,STO DOMINGO 576,-70.645501,-33.435645
,DIARIO Y PAPEL,COMUNIDAD AV MATTA,MANUEL ANTONIO MATTA 1143,-70.649821,-33.459479
,DIARIO Y PAPEL,COMUNIDAD BARROS ARANA,BARROS ARANA 1437,-70.664359,-33.46634
,DIARIO Y PAPEL,COMUNIDAD BULNES,GENERAL BULNES 723,-70.671152,-33.432576
,DIARIO Y PAPEL,COMUNIDAD CATEDRAL,CATEDRAL 2482,-70.671359,-33.439544
,DIARIO Y PAPEL,COMUNIDAD EDIFICIO DON BERNARDO,LIBERTADOR BERNARDO O HIGGINS 2601,-70.671328,-33.448595
,DIARIO Y PAPEL,COMUNIDAD EDIFICIO GRAL JOFRE,GENERAL JOFRE 330,-70.637637,-33.445503
,DIARIO Y PAPEL,COMUNIDAD EDIFICIO JARDIN SEÑORIAL,EJERCITO LIBERTADOR 520,-70.660148,-33.45333
,DIARIO Y PAPEL,COMUNIDAD EDIFICIO PARQUE LOS HEROES,ALMIRANTE BARROSO 87,-70.661692,-33.443407
,DIARIO Y PAPEL,COMUNIDAD EDIFICIO TORRE 12,BARON PIERRE DE COUBERTIN 77,-70.635879,-33.440546
,DIARIO Y PAPEL,COMUNIDAD EDIFCIO PORVENIR,PORVENIR 630,-70.642231,-33.457049
,DIARIO Y PAPEL,COMUNIDAD EDIFICIO GRAN PLAZA CATEDRAL,LIBERTAD 486,-70.674352,-33.439927
,DIARIO Y PAPEL,COMUNIDAD EDIFICIO MIRADOR,BEAUCHEFF 1325,-70.663782,-33.464547
,DIARIO Y PAPEL,COMUNIDAD EDIFICIO PLAZA SAN ISIDRO II,SAN ISIDRO 345,-70.643675,-33.448376
,DIARIO Y PAPEL,COMUNIDAD EUROPLAZA,LIRA 499,-70.639152,-33.449195
,DIARIO Y PAPEL,COMUNIDAD ROZAS RIQUELME,RIQUELME 689,-70.661195,-33.436148
,DIARIO Y PAPEL,COMUNIDAD VILLA ESPERANZA,ESPERANZA 555,-70.675642,-33.43911
,DIARIO Y PAPEL,CONDOMINIO ALTO SANTA ISABEL,SANTA ISABEL 199,-70.634463,-33.447887
,DIARIO Y PAPEL,CONDOMINIO BULNES,GENERAL BULNES 728,-70.670853,-33.436471
,DIARIO Y PAPEL,CONDOMINIO CATEDRAL BULNES,GENERAL BULNES 520,-70.670508,-33.43899
,DIARIO Y PAPEL,CONDOMINIO CENTRO VERDE,HUERFANOS 1765,-70.661825,-33.440631
,DIARIO Y PAPEL,CONDOMINIO EDIFICIO PLAZA ITALIA,RAMON CORVALAN MELGAREJO 3,-70.636126,-33.438746
,DIARIO Y PAPEL,CONDOMINIO ERASMO ESCALA,ERASMO ESCALA 2445,-70.67031,-33.445174
,DIARIO Y PAPEL,CONDOMINIO FRANCISCO LASO DE LA VEGA,CATEDRAL 2351,-70.669431,-33.439161
,DIARIO Y PAPEL,CONDOMINIO NUEVA ERA II,MARIN 227,-70.63524,-33.44585
,DIARIO Y PAPEL,CONDOMINIO PARQUE LOS REYES II,RICARDO CUMMING 1355,-70.669231,-33.429867
,DIARIO Y PAPEL,CONDOMINIO PLAZA CENTRO CATEDRAL,CATEDRAL 2202,-70.666989,-33.439088
,DIARIO Y PAPEL,CONDOMINIO PLAZA YUNGAY,ROSAS 2725,-70.673863,-33.436899
,DIARIO Y PAPEL,CONDOMINIO SAN PABLO,SAN PABLO 1825,-70.663151,-33.434597
,DIARIO Y PAPEL,CONDOMINIO SAN PABLO 2002,SAN PABLO 2076,-70.665668,-33.434809
,DIARIO Y PAPEL,CONDOMINIO SANTIAGO,LIBERTAD 648,-70.674573,-33.437441
,DIARIO Y PAPEL,EDIFICIO CATEDRAL,CATEDRAL 2165,-70.6666,-33.438863
,DIARIO Y PAPEL,EDIFICIO SACRAMENTINOS,SANTA ISABEL 502,-70.641593,-33.44997
,DIARIO Y PAPEL,EUROPLAS SAN ISIDRO,SAN ISIDRO 250,-70.64381,-33.44675
,DIARIO Y PAPEL,RECONQUISTA,BRASIL 453,-70.664621,-33.439306
,DIARIO Y PAPEL,SOC DE INS PRIMARIA ESC OLEA,MANUEL ANTONIO MATTA 919,-70.646418,-33.458761
,DIARIO Y PAPEL,VIA PUBLICA,MARIN / MANUEL ANTONIO TOCORNAL,-70.641041,-33.447297
,DIARIO Y PAPEL,VIA PUBLICA,CAUTIN / YUNGAY,-70.670365,-33.429724
,DIARIO Y PAPEL,VILLA COPIAPO,TOCORNAL 866,-70.638925,-33.453635
,DIARIO Y PAPEL,ZONA DE RECICLAJE (PLAZA ARAUCO),FRANCISCO PIZARRO / SEPULVEDA LEYTON,-70.670258,-33.469399
,DIARIO Y PAPEL,ZONA DE RECICLAJE (PLAZA BRASIL),HUERFANOS / BRASIL,-70.665024,-33.441064
,DIARIO Y PAPEL,ZONA DE RECICLAJE (PLAZA PANAMA),MATURANA / MARTINEZ DE ROZAS,-70.668285,-33.434216
,DIARIO Y PAPEL,ZONA DE RECICLAJE (PLAZA SAN ISIDRO),SANTA VICTORIA / SAN ISIDRO,-70.643433,-33.448996
,DIARIO Y PAPEL,ZONA DE RECICLAJE (PLAZA YARUR),PEDRO MONTT / FLORENCIO BAHAMONDES,-70.667909,-33.473892
,VIDRIO,FRENTE UNIVERSIDAD DE CHILE,BEAUCHEFF 850,-70.663888,-33.457088
,VIDRIO,FRONTIS EDIFICIO,LORD COCHRANE 184,-70.654785,-33.44856
,VIDRIO,RESTAURANT ANA MARIA,ALMIRANTE LATORRE / TOESCA,-70.664321,-33.453946
,VIDRIO,SUPERMERCADO SANTA ISABEL,ALMIRANTE LATORRE / GRAJALES,-70.664791,-33.451614
,VIDRIO,SUPERMERCADO SANTA ISABEL,SANTA ROSA / FRANKLIN,-70.642096,-33.472911
,VIDRIO,SUPERMERCADO UNIMARC DIEGO PORTALES,PORTUGAL 56,-70.638873,-33.441673
,VIDRIO,UNIVERSIDAD DE CHILE,MARCOLETA / PORTUGAL,-70.638875,-33.441817
,VIDRIO,VIA PUBLICA,SAN PABLO 2989,-70.676943,-33.435335
,VIDRIO,VIA PUBLICA,MONEDA / MAIPU,-70.676271,-33.444816
,VIDRIO,VIA PUBLICA,EXPOSICION 198,-70.677891,-33.453461
,VIDRIO,VIA PUBLICA,GENERAL RONDIZZONI / ALAMOS,-70.658412,-33.47017
,VIDRIO,VIA PUBLICA,ABATE MOLINA 666,-70.672052,-33.457817
,VIDRIO,VIA PUBLICA,MANUEL ANTONIO MATTA / SAN DIEGO,-70.649127,-33.459576
,VIDRIO,VIA PUBLICA,SAN ALFONSO / ANTOFAGASTA,-70.673007,-33.46645
,VIDRIO,VIA PUBLICA,LORD COCHRANE / SANTA ISABEL,-70.654247,-33.452831
,VIDRIO,VIA PUBLICA,RICARDO CUMMING 662,-70.668888,-33.437152
,VIDRIO,VIA PUBLICA,PORTUGAL / COPIAPO,-70.634188,-33.452687
,VIDRIO,VIA PUBLICA,PORTUGAL / ARAUCO,-70.629507,-33.470589
,VIDRIO,VIA PUBLICA,PEDRO LAGOS / ARTURO PRAT,-70.64696,-33.46596
,VIDRIO,VIA PUBLICA,ALMIRANTE BARROSO / CATEDRAL,-70.662391,-33.438548
,VIDRIO,VIA PUBLICA,GENERAL JOFRE 462,-70.641649,-33.446386
,VIDRIO,ZONA DE RECICLAJE,MAPOCHO / LIBERTAD,-70.674912,-33.432502
,VIDRIO,ZONA DE RECICLAJE (PLAZA ARAUCO),FRANCISCO PIZARRO / SEPULVEDA LEYTON,-70.670258,-33.469399
